EventIndex 	 Time 	 Duration 	 EventType 	 Accepted 	 TotalRev 	 TotalCost 	 AvgNodeUtilization 	 AvgLinkUtilization 	 MIPExecTime
28  1845  404  ARRIVE  true     78.8679     78.8679      0.4076      0.1330  2.6
29  1904  1368  ARRIVE  true    123.0161    123.0161      0.4437      0.1489  32.9
19  1905  596  DEPART  true     76.2502     76.2502      0.4198      0.1411  17.4
30  1964  453  ARRIVE  true    118.2479    118.2479      0.4561      0.1579  159.3
13  2002  1127  DEPART  true     94.7321     94.7321      0.4241      0.1478  38.3
31  2023  895  ARRIVE  true    128.8115    128.8115      0.4630      0.1598  12.1
32  2083  1294  ARRIVE  true     45.1996     45.1996      0.4818      0.1634  0.1
33  2142  761  ARRIVE  true     55.3315     55.3315      0.5012      0.1663  0.1
25  2143  477  DEPART  true     91.3468     91.3468      0.4692      0.1589  177.6
34  2202  250  ARRIVE  true    112.2193    112.2193      0.5018      0.1688  62.7
17  2215  1090  DEPART  true    107.4180    107.4180      0.4635      0.1591  49.9
28  2249  404  DEPART  true     78.8679     78.8679      0.4418      0.1506  2.6
35  2261  2183  ARRIVE  true     85.8036     85.8036      0.4660      0.1606  10.6
21  2265  837  DEPART  true    107.8160    107.8160      0.4349      0.1468  30.9
36  2321  995  ARRIVE  true     79.0912     79.0912      0.4564      0.1569  5.5
23  2353  806  DEPART  true    126.3412    126.3412      0.4193      0.1441  248.3
37  2380  2780  ARRIVE  true     36.1595     36.1595      0.4312      0.1466  0.1
30  2417  453  DEPART  true    118.2479    118.2479      0.3950      0.1298  159.3
38  2440  260  ARRIVE  true     96.3549     96.3549      0.4300      0.1382  16.1
24  2451  844  DEPART  true     39.0459     39.0459      0.4130      0.1362  0.1
34  2452  250  DEPART  true    112.2193    112.2193      0.3804      0.1263  62.7
15  2528  1528  DEPART  true    132.2745    132.2745      0.3426      0.1107  52.1
39  2544  1049  ARRIVE  true    124.2200    124.2200      0.3751      0.1248  271.2
40  2589  795  ARRIVE  true     92.3148     92.3148      0.4039      0.1357  90.9
22  2623  1135  DEPART  true    127.7068    127.7068      0.3626      0.1214  504.5
41  2633  3232  ARRIVE  true     75.4258     75.4258      0.3893      0.1261  2.7
20  2640  1271  DEPART  true     90.4512     90.4512      0.3629      0.1174  14.5
42  2678  576  ARRIVE  true    104.1853    104.1853      0.3980      0.1287  196.9
38  2700  260  DEPART  true     96.3549     96.3549      0.3629      0.1203  16.1
43  2723  486  ARRIVE  true     66.4217     66.4217      0.3865      0.1262  6.3
44  2767  337  ARRIVE  true    115.0521    115.0521      0.4230      0.1376  102.1
45  2812  1923  ARRIVE  true     64.4106     64.4106      0.4476      0.1424  4.4
46  2857  459  ARRIVE  true    120.8039    120.8039      0.4806      0.1584  281.8
47  2901  440  ARRIVE  true     81.9913     81.9913      0.5097      0.1651  23.7
33  2903  761  DEPART  true     55.3315     55.3315      0.4904      0.1622  0.1
31  2918  895  DEPART  true    128.8115    128.8115      0.4515      0.1503  12.1
48  2946  537  ARRIVE  true     89.3602     89.3602      0.4798      0.1582  49.7
26  2951  1225  DEPART  true    132.5537    132.5537      0.4489      0.1417  119.8
49  2991  304  ARRIVE  true     51.7520     51.7520      0.4658      0.1449  0.1
7  3005  2505  DEPART  true     37.5115     37.5115      0.4540      0.1421  0.2
50  3035  375  ARRIVE  true     75.8953     75.8953      0.4792      0.1496  15.1
51  3080  377  ARRIVE  true     49.4453     49.4453      0.4923      0.1550  0.1
44  3104  337  DEPART  true    115.0521    115.0521      0.4559      0.1436  102.1
52  3125  333  ARRIVE  true    125.9619    125.9619      0.4873      0.1600  44.5
53  3169  922  ARRIVE  true    130.0744    130.0744      0.5242      0.1729  61.8
43  3209  486  DEPART  true     66.4217     66.4217      0.5006      0.1670  6.3
54  3214  288  ARRIVE  true    115.3090    115.3090      0.5285      0.1808  6.3
42  3254  576  DEPART  true    104.1853    104.1853      0.4934      0.1695  196.9
55  3258  1741  ARRIVE  true     70.1553     70.1553      0.5143      0.1752  2.0
29  3272  1368  DEPART  true    123.0161    123.0161      0.4782      0.1593  32.9
49  3295  304  DEPART  true     51.7520     51.7520      0.4613      0.1561  0.1
56  3303  3084  ARRIVE  true     73.5548     73.5548      0.4847      0.1617  6.9
46  3316  459  DEPART  true    120.8039    120.8039      0.4517      0.1457  281.8
36  3316  995  DEPART  true     79.0912     79.0912      0.4301      0.1356  5.5
47  3341  440  DEPART  true     81.9913     81.9913      0.4010      0.1289  23.7
57  3348  1159  ARRIVE  true     85.3780     85.3780      0.4267      0.1366  1.4
32  3377  1294  DEPART  true     45.1996     45.1996      0.4079      0.1329  0.1
40  3384  795  DEPART  true     92.3148     92.3148      0.3791      0.1220  90.9
58  3392  750  ARRIVE  true    117.8522    117.8522      0.4158      0.1330  245.6
50  3410  375  DEPART  true     75.8953     75.8953      0.3907      0.1256  15.1
59  3437  662  ARRIVE  true     43.8338     43.8338      0.4083      0.1299  0.1
51  3457  377  DEPART  true     49.4453     49.4453      0.3951      0.1245  0.1
52  3458  333  DEPART  true    125.9619    125.9619      0.3637      0.1080  44.5
60  3482  845  ARRIVE  true     52.8683     52.8683      0.3869      0.1125  0.1
48  3483  537  DEPART  true     89.3602     89.3602      0.3587      0.1046  49.7
54  3502  288  DEPART  true    115.3090    115.3090      0.3308      0.0908  6.3
61  3526  333  ARRIVE  true     51.3208     51.3208      0.3490      0.0947  0.1
62  3571  833  ARRIVE  true    112.9428    112.9428      0.3834      0.1076  55.9
39  3593  1049  DEPART  true    124.2200    124.2200      0.3509      0.0935  271.2
63  3616  2705  ARRIVE  true     81.1826     81.1826      0.3771      0.1011  33.2
64  3660  447  ARRIVE  true     83.2801     83.2801      0.4005      0.1096  23.3
65  3705  1063  ARRIVE  true     72.1637     72.1637      0.4249      0.1146  17.5
66  3828  533  ARRIVE  true    105.0423    105.0423      0.4591      0.1260  28.3
61  3859  333  DEPART  true     51.3208     51.3208      0.4408      0.1221  0.1
67  3906  298  ARRIVE  true     89.8281     89.8281      0.4624      0.1328  6.9
68  3984  524  ARRIVE  true    132.8035    132.8035      0.4997      0.1463  41.8
69  4062  1664  ARRIVE  true     44.3835     44.3835      0.5191      0.1481  0.1
53  4091  922  DEPART  true    130.0744    130.0744      0.4822      0.1353  61.8
59  4099  662  DEPART  true     43.8338     43.8338      0.4646      0.1310  0.1
64  4107  447  DEPART  true     83.2801     83.2801      0.4413      0.1225  23.3
70  4140  390  ARRIVE  true     95.9480     95.9480      0.4749      0.1341  9.4
58  4142  750  DEPART  true    117.8522    117.8522      0.4382      0.1230  245.6
67  4204  298  DEPART  true     89.8281     89.8281      0.4166      0.1124  6.9
71  4218  1639  ARRIVE  true     94.5968     94.5968      0.4439      0.1213  171.3
72  4296  977  ARRIVE  true     72.8303     72.8303      0.4733      0.1258  2.4
60  4327  845  DEPART  true     52.8683     52.8683      0.4501      0.1213  0.1
66  4361  533  DEPART  true    105.0423    105.0423      0.4158      0.1099  28.3
73  4375  966  ARRIVE  true     39.8822     39.8822      0.4319      0.1123  0.1
62  4404  833  DEPART  true    112.9428    112.9428      0.3976      0.0994  55.9
35  4444  2183  DEPART  true     85.8036     85.8036      0.3734      0.0894  10.6
74  4453  566  ARRIVE  true     52.5379     52.5379      0.3917      0.0926  0.1
57  4507  1159  DEPART  true     85.3780     85.3780      0.3660      0.0849  1.4
68  4508  524  DEPART  true    132.8035    132.8035      0.3287      0.0714  41.8
70  4530  390  DEPART  true     95.9480     95.9480      0.2951      0.0598  9.4
75  4531  3349  ARRIVE  true     85.1172     85.1172      0.3267      0.0694  13.7
76  4609  560  ARRIVE  true     46.8757     46.8757      0.3445      0.0715  0.1
77  4687  867  ARRIVE  false    115.4820      0.0000      0.3445      0.0715  null
45  4735  1923  DEPART  true     64.4106     64.4106      0.3198      0.0667  4.4
78  4765  312  ARRIVE  true     44.9448     44.9448      0.3398      0.0698  0.1
65  4768  1063  DEPART  true     72.1637     72.1637      0.3154      0.0648  17.5
79  4843  356  ARRIVE  true     48.8642     48.8642      0.3339      0.0668  0.1
80  4921  407  ARRIVE  true     44.9730     44.9730      0.3474      0.0705  0.1
55  4999  1741  DEPART  true     70.1553     70.1553      0.3265      0.0649  2.0
74  5019  566  DEPART  true     52.5379     52.5379      0.3082      0.0617  0.1
27  5034  3249  DEPART  true     52.4490     52.4490      0.2817      0.0586  0.1
81  5065  845  ARRIVE  true    110.3052    110.3052      0.3156      0.0682  17.9
78  5077  312  DEPART  true     44.9448     44.9448      0.2957      0.0652  0.1
82  5131  2546  ARRIVE  true     77.9330     77.9330      0.3201      0.0725  231.0
37  5160  2780  DEPART  true     36.1595     36.1595      0.3082      0.0700  0.1
76  5169  560  DEPART  true     46.8757     46.8757      0.2904      0.0680  0.1
83  5197  960  ARRIVE  true     46.6917     46.6917      0.3101      0.0716  0.1
79  5199  356  DEPART  true     48.8642     48.8642      0.2916      0.0696  0.1
84  5263  276  ARRIVE  true     73.1520     73.1520      0.3151      0.0765  27.4
72  5273  977  DEPART  true     72.8303     72.8303      0.2857      0.0720  2.4
85  5328  490  ARRIVE  true     34.0236     34.0236      0.3016      0.0743  0.1
80  5328  407  DEPART  true     44.9730     44.9730      0.2881      0.0706  0.1
73  5341  966  DEPART  true     39.8822     39.8822      0.2720      0.0682  0.1
86  5394  1215  ARRIVE  true     51.3831     51.3831      0.2949      0.0722  0.1
87  5460  863  ARRIVE  true     83.5328     83.5328      0.3236      0.0800  8.7
88  5526  1697  ARRIVE  true    121.5142    121.5142      0.3639      0.0905  231.0
84  5539  276  DEPART  true     73.1520     73.1520      0.3404      0.0836  27.4
89  5592  291  ARRIVE  true     76.9925     76.9925      0.3688      0.0899  35.8
90  5657  435  ARRIVE  true     45.3564     45.3564      0.3850      0.0924  0.1
91  5723  1015  ARRIVE  true    113.9584    113.9584      0.4132      0.1079  566.6
69  5726  1664  DEPART  true     44.3835     44.3835      0.3938      0.1061  0.1
92  5789  860  ARRIVE  true    106.2753    106.2753      0.4217      0.1191  15.5
85  5818  490  DEPART  true     34.0236     34.0236      0.4058      0.1168  0.1
93  5855  932  ARRIVE  false     96.9899      0.0000      0.4058      0.1168  null
71  5857  1639  DEPART  true     94.5968     94.5968      0.3785      0.1078  171.3
41  5865  3232  DEPART  true     75.4258     75.4258      0.3518      0.1031  2.7
89  5883  291  DEPART  true     76.9925     76.9925      0.3235      0.0968  35.8
81  5910  845  DEPART  true    110.3052    110.3052      0.2895      0.0872  17.9
94  5921  2142  ARRIVE  true     49.0818     49.0818      0.3116      0.0905  0.1
95  5986  686  ARRIVE  true    124.4789    124.4789      0.3409      0.1053  43.0
96  6052  1230  ARRIVE  true     48.9719     48.9719      0.3554      0.1089  0.1
90  6092  435  DEPART  true     45.3564     45.3564      0.3391      0.1065  0.1
97  6118  1536  ARRIVE  true    107.2267    107.2267      0.3684      0.1158  335.9
83  6157  960  DEPART  true     46.6917     46.6917      0.3487      0.1122  0.1
98  6184  1106  ARRIVE  true    118.8310    118.8310      0.3866      0.1228  159.7
99  6315  877  ARRIVE  true     46.3557     46.3557      0.4060      0.1270  0.2
63  6321  2705  DEPART  true     81.1826     81.1826      0.3797      0.1194  33.2
87  6323  863  DEPART  true     83.5328     83.5328      0.3511      0.1116  8.7
100  6381  950  ARRIVE  true     54.8240     54.8240      0.3715      0.1146  0.1
56  6387  3084  DEPART  true     73.5548     73.5548      0.3482      0.1090  6.9
101  6447  898  ARRIVE  true     49.0548     49.0548      0.3655      0.1143  0.1
102  6513  2682  ARRIVE  true    101.4507    101.4507      0.3971      0.1283  137.5
103  6578  976  ARRIVE  true     91.6730     91.6730      0.4231      0.1398  8.1
86  6609  1215  DEPART  true     51.3831     51.3831      0.4002      0.1358  0.1
104  6644  472  ARRIVE  true    119.4016    119.4016      0.4353      0.1481  25.4
92  6649  860  DEPART  true    106.2753    106.2753      0.4074      0.1350  15.5
95  6672  686  DEPART  true    124.4789    124.4789      0.3781      0.1202  43.0
105  6710  331  ARRIVE  true     50.5545     50.5545      0.3970      0.1256  0.1
91  6738  1015  DEPART  true    113.9584    113.9584      0.3688      0.1101  566.6
106  6776  774  ARRIVE  true     95.5047     95.5047      0.3994      0.1218  25.6
107  6842  461  ARRIVE  true     41.2688     41.2688      0.4145      0.1261  0.1
108  6907  274  ARRIVE  true     49.5408     49.5408      0.4342      0.1306  0.1
109  6973  1478  ARRIVE  true     46.8048     46.8048      0.4466      0.1357  0.1
110  7039  1138  ARRIVE  true    108.0472    108.0472      0.4790      0.1457  9.4
105  7041  331  DEPART  true     50.5545     50.5545      0.4600      0.1403  0.1
111  7105  921  ARRIVE  true     81.8496     81.8496      0.4923      0.1475  3.3
104  7116  472  DEPART  true    119.4016    119.4016      0.4573      0.1352  25.4
112  7171  629  ARRIVE  true     35.7509     35.7509      0.4688      0.1373  0.1
108  7181  274  DEPART  true     49.5408     49.5408      0.4491      0.1328  0.1
99  7192  877  DEPART  true     46.3557     46.3557      0.4297      0.1286  0.2
88  7223  1697  DEPART  true    121.5142    121.5142      0.3895      0.1180  231.0
113  7236  1966  ARRIVE  true     78.9362     78.9362      0.4069      0.1304  17.8
96  7282  1230  DEPART  true     48.9719     48.9719      0.3924      0.1268  0.1
98  7290  1106  DEPART  true    118.8310    118.8310      0.3544      0.1161  159.7
114  7302  965  ARRIVE  true     41.2646     41.2646      0.3702      0.1199  0.2
107  7303  461  DEPART  true     41.2688     41.2688      0.3551      0.1156  0.1
100  7331  950  DEPART  true     54.8240     54.8240      0.3347      0.1126  0.1
101  7345  898  DEPART  true     49.0548     49.0548      0.3174      0.1073  0.1
115  7368  1270  ARRIVE  true     47.6444     47.6444      0.3339      0.1099  0.1
116  7434  1265  ARRIVE  true    126.9678    126.9678      0.3783      0.1195  146.5
106  7550  774  DEPART  true     95.5047     95.5047      0.3477      0.1078  25.6
117  7552  997  ARRIVE  true     78.0851     78.0851      0.3733      0.1141  16.5
103  7554  976  DEPART  true     91.6730     91.6730      0.3473      0.1026  8.1
118  7604  309  ARRIVE  true     88.1670     88.1670      0.3751      0.1108  12.4
97  7654  1536  DEPART  true    107.2267    107.2267      0.3458      0.1015  335.9
119  7656  319  ARRIVE  true     40.8205     40.8205      0.3603      0.1036  0.1
82  7677  2546  DEPART  true     77.9330     77.9330      0.3358      0.0962  231.0
120  7708  2143  ARRIVE  true    100.0546    100.0546      0.3637      0.1091  88.7
121  7760  902  ARRIVE  true     80.3811     80.3811      0.3890      0.1163  9.1
112  7800  629  DEPART  true     35.7509     35.7509      0.3774      0.1142  0.1
122  7812  898  ARRIVE  true     48.0241     48.0241      0.3920      0.1173  0.1
123  7864  557  ARRIVE  true     46.5922     46.5922      0.4043      0.1225  0.1
75  7880  3349  DEPART  true     85.1172     85.1172      0.3728      0.1128  13.7
118  7913  309  DEPART  true     88.1670     88.1670      0.3450      0.1046  12.4
124  7916  1346  ARRIVE  true     52.5356     52.5356      0.3655      0.1068  0.1
125  7968  1470  ARRIVE  true     46.0482     46.0482      0.3803      0.1115  0.1
119  7975  319  DEPART  true     40.8205     40.8205      0.3659      0.1094  0.1
126  8020  1787  ARRIVE  true     53.7837     53.7837      0.3883      0.1137  0.1
111  8026  921  DEPART  true     81.8496     81.8496      0.3560      0.1065  3.3
94  8063  2142  DEPART  true     49.0818     49.0818      0.3339      0.1032  0.1
127  8072  1475  ARRIVE  true     70.3080     70.3080      0.3594      0.1100  2.5
128  8125  1397  ARRIVE  true     98.3392     98.3392      0.3874      0.1229  297.2
129  8177  804  ARRIVE  true     51.1696     51.1696      0.4071      0.1263  0.1
110  8177  1138  DEPART  true    108.0472    108.0472      0.3747      0.1163  9.4
130  8229  1400  ARRIVE  true    130.2564    130.2564      0.4137      0.1287  10.8
114  8267  965  DEPART  true     41.2646     41.2646      0.3979      0.1249  0.2
131  8281  507  ARRIVE  true     69.8330     69.8330      0.4232      0.1293  17.5
132  8333  499  ARRIVE  true    130.6200    130.6200      0.4633      0.1410  53.5
133  8385  659  ARRIVE  true     45.2099     45.2099      0.4807      0.1427  0.1
123  8421  557  DEPART  true     46.5922     46.5922      0.4684      0.1375  0.1
134  8437  1421  ARRIVE  true     69.8814     69.8814      0.4914      0.1424  1.2
109  8451  1478  DEPART  true     46.8048     46.8048      0.4790      0.1374  0.1
135  8489  543  ARRIVE  true     46.6965     46.6965      0.4919      0.1421  0.1
136  8541  936  ARRIVE  true     39.6631     39.6631      0.5047      0.1449  0.1
117  8549  997  DEPART  true     78.0851     78.0851      0.4792      0.1386  16.5
137  8593  995  ARRIVE  true     70.7970     70.7970      0.4987      0.1455  1.9
115  8638  1270  DEPART  true     47.6444     47.6444      0.4821      0.1430  0.1
138  8645  2379  ARRIVE  true     52.8508     52.8508      0.4986      0.1468  0.1
121  8662  902  DEPART  true     80.3811     80.3811      0.4733      0.1396  9.1
139  8697  877  ARRIVE  true    124.1899    124.1899      0.5042      0.1565  48.4
116  8699  1265  DEPART  true    126.9678    126.9678      0.4598      0.1468  146.5
122  8710  898  DEPART  true     48.0241     48.0241      0.4452      0.1437  0.1
131  8788  507  DEPART  true     69.8330     69.8330      0.4199      0.1393  17.5
140  8809  1688  ARRIVE  true    110.9853    110.9853      0.4556      0.1504  400.4
132  8832  499  DEPART  true    130.6200    130.6200      0.4154      0.1387  53.5
141  8869  805  ARRIVE  true     51.1452     51.1452      0.4352      0.1437  0.1
142  8928  824  ARRIVE  true     43.7885     43.7885      0.4506      0.1475  0.1
129  8981  804  DEPART  true     51.1696     51.1696      0.4310      0.1441  0.1
143  8988  408  ARRIVE  true    114.1998    114.1998      0.4589      0.1572  117.0
135  9032  543  DEPART  true     46.6965     46.6965      0.4460      0.1525  0.1
133  9044  659  DEPART  true     45.2099     45.2099      0.4286      0.1508  0.1
144  9047  1374  ARRIVE  true    108.3270    108.3270      0.4681      0.1619  126.4
145  9107  1545  ARRIVE  true     43.9743     43.9743      0.4823      0.1647  0.1
146  9166  472  ARRIVE  true     66.6960     66.6960      0.5083      0.1706  9.0
102  9195  2682  DEPART  true    101.4507    101.4507      0.4767      0.1566  137.5
113  9202  1966  DEPART  true     78.9362     78.9362      0.4593      0.1443  17.8
147  9226  1345  ARRIVE  true    118.3089    118.3089      0.4913      0.1569  58.9
124  9262  1346  DEPART  true     52.5356     52.5356      0.4707      0.1547  0.1
148  9285  368  ARRIVE  true    125.5051    125.5051      0.5035      0.1685  280.9
149  9345  260  ARRIVE  true     94.5212     94.5212      0.5311      0.1781  5.6
143  9396  408  DEPART  true    114.1998    114.1998      0.5032      0.1650  117.0
150  9404  575  ARRIVE  true     69.1496     69.1496      0.5222      0.1706  5.4
125  9438  1470  DEPART  true     46.0482     46.0482      0.5074      0.1658  0.1
151  9464  415  ARRIVE  true    126.8294    126.8294      0.5506      0.1803  190.4
136  9477  936  DEPART  true     39.6631     39.6631      0.5378      0.1774  0.1
128  9522  1397  DEPART  true     98.3392     98.3392      0.5098      0.1646  297.2
152  9523  253  ARRIVE  true    112.7225    112.7225      0.5513      0.1731  53.8
127  9547  1475  DEPART  true     70.3080     70.3080      0.5258      0.1663  2.5
139  9574  877  DEPART  true    124.1899    124.1899      0.4949      0.1494  48.4
153  9583  312  ARRIVE  true     40.6036     40.6036      0.5111      0.1535  0.1
137  9588  995  DEPART  true     70.7970     70.7970      0.4916      0.1465  1.9
149  9605  260  DEPART  true     94.5212     94.5212      0.4640      0.1369  5.6
130  9629  1400  DEPART  true    130.2564    130.2564      0.4251      0.1245  10.8
146  9638  472  DEPART  true     66.6960     66.6960      0.3990      0.1186  9.0
154  9642  900  ARRIVE  true     42.9962     42.9962      0.4202      0.1214  0.1
148  9653  368  DEPART  true    125.5051    125.5051      0.3874      0.1077  280.9
141  9674  805  DEPART  true     51.1452     51.1452      0.3677      0.1027  0.1
155  9702  259  ARRIVE  true     49.3602     49.3602      0.3868      0.1074  0.1
142  9752  824  DEPART  true     43.7885     43.7885      0.3713      0.1036  0.1
156  9761  454  ARRIVE  true     47.6875     47.6875      0.3903      0.1059  0.1
152  9776  253  DEPART  true    112.7225    112.7225      0.3489      0.0973  53.8
126  9807  1787  DEPART  true     53.7837     53.7837      0.3265      0.0931  0.1
157  9821  422  ARRIVE  true    115.9188    115.9188      0.3565      0.1075  59.8
120  9851  2143  DEPART  true    100.0546    100.0546      0.3287      0.0947  88.7
134  9858  1421  DEPART  true     69.8814     69.8814      0.3057      0.0897  1.2
151  9879  415  DEPART  true    126.8294    126.8294      0.2624      0.0753  190.4
158  9880  893  ARRIVE  true    117.9537    117.9537      0.2972      0.0871  9.7
153  9895  312  DEPART  true     40.6036     40.6036      0.2810      0.0831  0.1
159  9940  293  ARRIVE  true    112.7040    112.7040      0.3182      0.0927  30.0
155  9961  259  DEPART  true     49.3602     49.3602      0.2991      0.0880  0.1
150  9979  575  DEPART  true     69.1496     69.1496      0.2801      0.0824  5.4
160  10056  2201  ARRIVE  true     45.9712     45.9712      0.2984      0.0865  0.1
161  10113  2918  ARRIVE  true     79.3793     79.3793      0.3261      0.0924  2.7
162  10170  3090  ARRIVE  true     76.4659     76.4659      0.3538      0.0980  4.6
156  10215  454  DEPART  true     47.6875     47.6875      0.3347      0.0957  0.1
163  10227  1386  ARRIVE  true     88.3861     88.3861      0.3642      0.1062  142.3
159  10233  293  DEPART  true    112.7040    112.7040      0.3271      0.0966  30.0
157  10243  422  DEPART  true    115.9188    115.9188      0.2970      0.0822  59.8
164  10284  281  ARRIVE  true     81.5495     81.5495      0.3214      0.0912  46.1
165  10340  1940  ARRIVE  true    119.4327    119.4327      0.3562      0.1044  78.4
166  10397  1433  ARRIVE  true     48.4719     48.4719      0.3756      0.1088  0.1
144  10421  1374  DEPART  true    108.3270    108.3270      0.3360      0.0978  126.4
167  10454  482  ARRIVE  true     40.5433     40.5433      0.3524      0.1020  0.1
140  10497  1688  DEPART  true    110.9853    110.9853      0.3168      0.0910  400.4
168  10511  728  ARRIVE  true    137.5560    137.5560      0.3658      0.1048  123.3
154  10542  900  DEPART  true     42.9962     42.9962      0.3445      0.1020  0.1
164  10565  281  DEPART  true     81.5495     81.5495      0.3202      0.0930  46.1
169  10568  331  ARRIVE  true     74.9600     74.9600      0.3447      0.0979  25.9
147  10571  1345  DEPART  true    118.3089    118.3089      0.3127      0.0853  58.9
170  10625  1026  ARRIVE  true     38.4760     38.4760      0.3309      0.0879  0.1
145  10652  1545  DEPART  true     43.9743     43.9743      0.3167      0.0850  0.1
171  10681  1504  ARRIVE  true     76.9285     76.9285      0.3356      0.0935  3.3
172  10738  521  ARRIVE  true    129.8345    129.8345      0.3694      0.1094  505.9
158  10773  893  DEPART  true    117.9537    117.9537      0.3346      0.0975  9.7
173  10795  491  ARRIVE  true     76.8429     76.8429      0.3588      0.1054  6.8
174  10852  338  ARRIVE  true    115.7569    115.7569      0.3927      0.1186  107.1
169  10899  331  DEPART  true     74.9600     74.9600      0.3681      0.1137  25.9
175  10909  1947  ARRIVE  true     54.2744     54.2744      0.3906      0.1174  0.1
167  10936  482  DEPART  true     40.5433     40.5433      0.3742      0.1132  0.1
176  10965  2361  ARRIVE  true     39.6744     39.6744      0.3874      0.1161  0.1
177  11022  529  ARRIVE  true     74.4978     74.4978      0.4113      0.1206  41.4
138  11024  2379  DEPART  true     52.8508     52.8508      0.3948      0.1167  0.1
178  11079  352  ARRIVE  true     98.9033     98.9033      0.4182      0.1298  6.8
179  11136  270  ARRIVE  true    105.2285    105.2285      0.4483      0.1394  8.1
174  11190  338  DEPART  true    115.7569    115.7569      0.4144      0.1262  107.1
180  11193  268  ARRIVE  true    115.3620    115.3620      0.4569      0.1367  78.7
168  11239  728  DEPART  true    137.5560    137.5560      0.4080      0.1229  123.3
172  11259  521  DEPART  true    129.8345    129.8345      0.3742      0.1070  505.9
173  11286  491  DEPART  true     76.8429     76.8429      0.3500      0.0991  6.8
181  11302  2009  ARRIVE  true     84.7435     84.7435      0.3814      0.1063  32.4
182  11354  543  ARRIVE  true    108.0718    108.0718      0.4112      0.1200  40.5
183  11406  609  ARRIVE  true    104.2697    104.2697      0.4430      0.1321  175.5
179  11406  270  DEPART  true    105.2285    105.2285      0.4129      0.1225  8.1
178  11431  352  DEPART  true     98.9033     98.9033      0.3895      0.1094  6.8
184  11458  415  ARRIVE  true     39.5622     39.5622      0.4045      0.1114  0.1
180  11461  268  DEPART  true    115.3620    115.3620      0.3620      0.1009  78.7
