EventIndex 	 Time 	 Duration 	 EventType 	 Accepted 	 TotalRev 	 TotalCost 	 AvgNodeUtilization 	 AvgLinkUtilization 	 MIPExecTime
0  62  323  ARRIVE  true     42.0437     43.5528      0.0156      0.0027  0.0
1  125  626  ARRIVE  true     44.3728     94.4809      0.0460      0.0086  0.5
2  187  2498  ARRIVE  true     41.6176     90.4682      0.0748      0.0144  2.3
3  250  453  ARRIVE  true    142.1061    150.8757      0.1141      0.0268  1.4
4  312  1485  ARRIVE  true    147.2817    172.1569      0.1508      0.0451  1.6
5  375  392  ARRIVE  true    129.6203    270.2295      0.2223      0.0616  68.9
0  385  323  DEPART  true     42.0437     43.5528      0.2066      0.0589  0.0
6  437  1002  ARRIVE  true     62.9026     64.4746      0.2282      0.0615  0.0
7  500  685  ARRIVE  true     47.6594     47.6594      0.2416      0.0641  0.0
8  562  2805  ARRIVE  true     88.7201    186.6717      0.2982      0.0769  6.9
9  625  1078  ARRIVE  true     62.2003     68.0061      0.3154      0.0830  0.0
10  687  268  ARRIVE  true    143.1265    353.0023      0.3894      0.1161  16.3
3  703  453  DEPART  true    142.1061    150.8757      0.3501      0.1037  1.4
11  750  1174  ARRIVE  true     79.8078    174.3666      0.4000      0.1139  36.9
1  751  626  DEPART  true     44.3728     94.4809      0.3696      0.1079  0.5
5  767  392  DEPART  true    129.6203    270.2295      0.2981      0.0914  68.9
12  812  349  ARRIVE  true    134.2026    305.6551      0.3704      0.1222  571.4
13  875  250  ARRIVE  true    111.2430    112.5230      0.4028      0.1310  0.3
14  937  1594  ARRIVE  true    121.0963    263.7075      0.4605      0.1519  9.5
10  955  268  DEPART  true    143.1265    353.0023      0.3865      0.1189  16.3
15  1000  335  ARRIVE  true    160.1105    182.4336      0.4210      0.1375  0.5
16  1062  1253  ARRIVE  true    150.3429    179.6105      0.4578      0.1566  1.4
17  1125  1817  ARRIVE  true    122.1104    264.0753      0.5340      0.1716  56.3
13  1125  250  DEPART  true    111.2430    112.5230      0.5017      0.1628  0.3
12  1161  349  DEPART  true    134.2026    305.6551      0.4294      0.1320  571.4
7  1185  685  DEPART  true     47.6594     47.6594      0.4160      0.1294  0.0
18  1187  552  ARRIVE  true    125.8900    286.6638      0.4783      0.1596  117.7
19  1309  751  ARRIVE  false     84.9535      0.0000      0.4783      0.1596  null
15  1335  335  DEPART  true    160.1105    182.4336      0.4437      0.1409  0.5
20  1369  380  ARRIVE  true    104.5382    252.8907      0.4899      0.1661  31.3
21  1428  443  ARRIVE  true    122.3770    286.7446      0.5513      0.1863  99.8
6  1439  1002  DEPART  true     62.9026     64.4746      0.5297      0.1837  0.0
22  1488  469  ARRIVE  true    145.5200    342.3266      0.6040      0.2125  29.2
23  1547  1422  ARRIVE  true    147.9821    170.0325      0.6424      0.2255  0.7
24  1607  675  ARRIVE  true     44.9502     47.0267      0.6572      0.2277  0.0
25  1666  253  ARRIVE  true    109.1361    112.9946      0.6821      0.2381  0.5
9  1703  1078  DEPART  true     62.2003     68.0061      0.6649      0.2320  0.0
26  1726  3382  ARRIVE  true    155.4815    188.5672      0.6944      0.2515  0.2
18  1739  552  DEPART  true    125.8900    286.6638      0.6321      0.2213  117.7
20  1749  380  DEPART  true    104.5382    252.8907      0.5860      0.1961  31.3
27  1785  320  ARRIVE  true     65.5964    169.9872      0.6252      0.2074  0.0
4  1797  1485  DEPART  true    147.2817    172.1569      0.5885      0.1891  1.6
28  1845  275  ARRIVE  true     86.9072     94.5183      0.6147      0.1969  0.4
21  1871  443  DEPART  true    122.3770    286.7446      0.5532      0.1767  99.8
29  1904  437  ARRIVE  true    142.8075    163.3067      0.5905      0.1907  1.6
25  1919  253  DEPART  true    109.1361    112.9946      0.5656      0.1803  0.5
11  1924  1174  DEPART  true     79.8078    174.3666      0.5157      0.1701  36.9
22  1957  469  DEPART  true    145.5200    342.3266      0.4415      0.1413  29.2
30  1964  1234  ARRIVE  true    139.5576    301.6569      0.5116      0.1687  85.2
31  2023  2580  ARRIVE  true    147.2498    170.3882      0.5481      0.1856  1.7
32  2083  918  ARRIVE  true     54.5082     56.2600      0.5612      0.1907  0.0
27  2105  320  DEPART  true     65.5964    169.9872      0.5219      0.1794  0.0
28  2120  275  DEPART  true     86.9072     94.5183      0.4958      0.1716  0.4
33  2142  287  ARRIVE  true     57.2195    125.8954      0.5429      0.1816  2.0
34  2202  664  ARRIVE  true    131.1824    154.7137      0.5734      0.1964  1.0
35  2261  250  ARRIVE  true     93.2595    105.0660      0.6005      0.2069  0.4
24  2282  675  DEPART  true     44.9502     47.0267      0.5858      0.2047  0.0
16  2315  1253  DEPART  true    150.3429    179.6105      0.5490      0.1856  1.4
36  2321  2218  ARRIVE  true     86.2322     93.2650      0.5688      0.1950  0.5
29  2341  437  DEPART  true    142.8075    163.3067      0.5316      0.1810  1.6
37  2380  859  ARRIVE  true     39.8757     84.3519      0.5574      0.1859  1.6
33  2429  287  DEPART  true     57.2195    125.8954      0.5103      0.1760  2.0
38  2440  956  ARRIVE  true    116.9032    237.7287      0.5708      0.1920  4.9
35  2511  250  DEPART  true     93.2595    105.0660      0.5436      0.1815  0.4
14  2531  1594  DEPART  true    121.0963    263.7075      0.4858      0.1606  9.5
39  2544  565  ARRIVE  true    153.0264    196.5014      0.5179      0.1830  2.4
40  2589  1446  ARRIVE  true    105.2209    226.2896      0.5738      0.2055  15.5
41  2633  303  ARRIVE  true     94.6493    111.6828      0.5960      0.2169  0.1
42  2678  452  ARRIVE  true    119.4961    154.9921      0.6234      0.2370  0.7
2  2685  2498  DEPART  true     41.6176     90.4682      0.5946      0.2312  2.3
43  2723  2223  ARRIVE  false     78.5849      0.0000      0.5946      0.2312  null
44  2767  1317  ARRIVE  false    130.7215      0.0000      0.5946      0.2312  null
45  2812  2551  ARRIVE  false     78.1044      0.0000      0.5946      0.2312  null
46  2857  548  ARRIVE  false    135.6787      0.0000      0.5946      0.2312  null
34  2866  664  DEPART  true    131.1824    154.7137      0.5641      0.2164  1.0
47  2901  271  ARRIVE  false     93.4695      0.0000      0.5641      0.2164  null
41  2936  303  DEPART  true     94.6493    111.6828      0.5420      0.2050  0.1
17  2942  1817  DEPART  true    122.1104    264.0753      0.4658      0.1900  56.3
48  2946  631  ARRIVE  true    110.7308    129.0337      0.4903      0.2021  0.5
23  2969  1422  DEPART  true    147.9821    170.0325      0.4519      0.1891  0.7
49  2991  997  ARRIVE  true     62.1024     62.1024      0.4745      0.1936  0.0
32  3001  918  DEPART  true     54.5082     56.2600      0.4614      0.1886  0.0
50  3035  999  ARRIVE  true     88.9212     95.4756      0.4830      0.1942  0.2
51  3080  1430  ARRIVE  true     58.2769    126.7946      0.5225      0.2009  0.1
39  3109  565  DEPART  true    153.0264    196.5014      0.4905      0.1785  2.4
52  3125  540  ARRIVE  true    151.7766    176.7590      0.5214      0.1969  1.4
42  3130  452  DEPART  true    119.4961    154.9921      0.4940      0.1768  0.7
53  3169  783  ARRIVE  true    141.3414    317.3895      0.5610      0.2111  261.0
30  3198  1234  DEPART  true    139.5576    301.6569      0.4909      0.1837  85.2
54  3214  309  ARRIVE  true    133.1314    320.3437      0.5501      0.2151  18.6
37  3239  859  DEPART  true     39.8757     84.3519      0.5242      0.2101  1.6
55  3258  4262  ARRIVE  true     80.7677     87.4686      0.5512      0.2143  0.2
56  3303  1861  ARRIVE  true     80.5865    176.0015      0.5970      0.2295  5.0
57  3348  2101  ARRIVE  true    101.8783    127.6260      0.6232      0.2402  0.0
8  3367  2805  DEPART  true     88.7201    186.6717      0.5666      0.2274  6.9
58  3392  823  ARRIVE  true    138.5875    320.9601      0.6316      0.2596  8.2
38  3396  956  DEPART  true    116.9032    237.7287      0.5711      0.2437  4.9
59  3437  3657  ARRIVE  true     52.5917    110.1532      0.6057      0.2486  0.2
60  3482  737  ARRIVE  true     63.9269    151.9738      0.6442      0.2569  0.1
54  3523  309  DEPART  true    133.1314    320.3437      0.5850      0.2255  18.6
61  3526  1388  ARRIVE  true     66.2850     68.4667      0.6044      0.2278  0.0
62  3571  626  ARRIVE  true    128.0437    288.0759      0.6695      0.2574  103.9
48  3577  631  DEPART  true    110.7308    129.0337      0.6450      0.2453  0.5
63  3616  1056  ARRIVE  false    105.1798      0.0000      0.6450      0.2453  null
64  3660  498  ARRIVE  true     96.6506    100.5197      0.6631      0.2585  0.2
52  3665  540  DEPART  true    151.7766    176.7590      0.6322      0.2401  1.4
65  3705  1093  ARRIVE  true     76.3401    172.7375      0.6755      0.2535  12.8
66  3828  2347  ARRIVE  true    119.6720    286.8392      0.7371      0.2790  62.3
67  3906  1367  ARRIVE  true     99.0519    106.2447      0.7636      0.2875  0.2
53  3952  783  DEPART  true    141.3414    317.3895      0.6965      0.2533  261.0
68  3984  1605  ARRIVE  false    155.7508      0.0000      0.6965      0.2533  null
49  3988  997  DEPART  true     62.1024     62.1024      0.6739      0.2488  0.0
50  4034  999  DEPART  true     88.9212     95.4756      0.6523      0.2431  0.2
40  4035  1446  DEPART  true    105.2209    226.2896      0.5964      0.2206  15.5
69  4062  976  ARRIVE  true     55.7872     55.7872      0.6158      0.2236  0.0
70  4140  729  ARRIVE  true    110.0135    116.8757      0.6444      0.2318  1.1
64  4158  498  DEPART  true     96.6506    100.5197      0.6262      0.2186  0.2
62  4197  626  DEPART  true    128.0437    288.0759      0.5611      0.1890  103.9
58  4215  823  DEPART  true    138.5875    320.9601      0.4961      0.1568  8.2
71  4218  790  ARRIVE  true     98.4031    108.5767      0.5299      0.1675  3.3
60  4219  737  DEPART  true     63.9269    151.9738      0.4914      0.1592  0.1
72  4296  684  ARRIVE  true     80.4783    176.6182      0.5429      0.1713  129.2
73  4375  1154  ARRIVE  true     44.1316     97.5155      0.5687      0.1783  0.5
74  4453  545  ARRIVE  true     63.2757    128.6203      0.6027      0.1881  0.5
51  4510  1430  DEPART  true     58.2769    126.7946      0.5631      0.1814  0.1
75  4531  250  ARRIVE  true    104.1356    216.6635      0.6217      0.1952  0.6
36  4539  2218  DEPART  true     86.2322     93.2650      0.6019      0.1858  0.5
31  4603  2580  DEPART  true    147.2498    170.3882      0.5654      0.1689  1.7
76  4609  418  ARRIVE  true     59.6628    126.4998      0.6057      0.1741  0.2
77  4687  3915  ARRIVE  true    129.4783    357.3912      0.6705      0.2071  7.8
78  4765  1647  ARRIVE  false     54.7428      0.0000      0.6705      0.2071  null
75  4781  250  DEPART  true    104.1356    216.6635      0.6119      0.1934  0.6
65  4798  1093  DEPART  true     76.3401    172.7375      0.5686      0.1799  12.8
79  4843  1438  ARRIVE  true     53.1941    119.6182      0.6063      0.1851  0.7
70  4869  729  DEPART  true    110.0135    116.8757      0.5778      0.1768  1.1
61  4914  1388  DEPART  true     66.2850     68.4667      0.5584      0.1746  0.0
80  4921  703  ARRIVE  true     51.4371     56.3277      0.5756      0.1774  0.1
72  4980  684  DEPART  true     80.4783    176.6182      0.5241      0.1653  129.2
74  4998  545  DEPART  true     63.2757    128.6203      0.4901      0.1555  0.5
71  5008  790  DEPART  true     98.4031    108.5767      0.4563      0.1447  3.3
76  5027  418  DEPART  true     59.6628    126.4998      0.4159      0.1395  0.2
69  5038  976  DEPART  true     55.7872     55.7872      0.3965      0.1365  0.0
81  5065  376  ARRIVE  true    125.0330    132.1895      0.4297      0.1465  0.5
26  5108  3382  DEPART  true    155.4815    188.5672      0.4002      0.1271  0.2
82  5131  926  ARRIVE  true     90.5685    200.3346      0.4524      0.1419  5.5
56  5164  1861  DEPART  true     80.5865    176.0015      0.4066      0.1267  5.0
83  5197  491  ARRIVE  true     48.3855     51.7817      0.4319      0.1302  0.1
84  5263  481  ARRIVE  true     80.0534    171.5053      0.4805      0.1447  12.1
67  5273  1367  DEPART  true     99.0519    106.2447      0.4540      0.1361  0.2
85  5328  708  ARRIVE  true     39.8979     39.8979      0.4683      0.1380  0.0
86  5394  681  ARRIVE  true     65.8784    135.6626      0.5075      0.1464  0.1
81  5441  376  DEPART  true    125.0330    132.1895      0.4742      0.1364  0.5
57  5449  2101  DEPART  true    101.8783    127.6260      0.4481      0.1257  0.0
87  5460  1528  ARRIVE  true    102.9076    215.3037      0.5056      0.1411  2.1
88  5526  323  ARRIVE  true    138.5609    309.1212      0.5878      0.1625  35.2
73  5529  1154  DEPART  true     44.1316     97.5155      0.5621      0.1555  0.5
89  5592  640  ARRIVE  true     90.9230     95.4179      0.5860      0.1621  0.1
80  5624  703  DEPART  true     51.4371     56.3277      0.5688      0.1593  0.1
90  5657  1035  ARRIVE  true     53.5668    109.2493      0.5995      0.1659  0.2
83  5688  491  DEPART  true     48.3855     51.7817      0.5742      0.1624  0.1
91  5723  492  ARRIVE  false    132.6145      0.0000      0.5742      0.1624  null
84  5744  481  DEPART  true     80.0534    171.5053      0.5256      0.1480  12.1
92  5789  477  ARRIVE  true    124.6046    278.0489      0.5901      0.1715  11.7
88  5849  323  DEPART  true    138.5609    309.1212      0.5079      0.1501  35.2
93  5855  1862  ARRIVE  true    114.6929    244.1144      0.5683      0.1661  3.0
94  5921  1415  ARRIVE  true     53.9900    116.2837      0.6122      0.1722  0.2
95  5986  1138  ARRIVE  true    143.8270    171.4011      0.6461      0.1865  0.3
85  6036  708  DEPART  true     39.8979     39.8979      0.6318      0.1847  0.0
96  6052  1974  ARRIVE  true     61.5748     64.6487      0.6478      0.1879  0.0
82  6057  926  DEPART  true     90.5685    200.3346      0.5957      0.1730  5.5
86  6075  681  DEPART  true     65.8784    135.6626      0.5565      0.1646  0.1
97  6118  2102  ARRIVE  true    123.1058    128.9810      0.5898      0.1753  1.1
66  6175  2347  DEPART  true    119.6720    286.8392      0.5282      0.1498  62.3
98  6184  738  ARRIVE  true    135.6197    301.2684      0.6033      0.1761  74.0
89  6232  640  DEPART  true     90.9230     95.4179      0.5794      0.1694  0.1
92  6266  477  DEPART  true    124.6046    278.0489      0.5148      0.1458  11.7
